KEY;PARENT_KEY;ROOT_KEY;TO Stop Key;Successor;Stage Type;Stage Category;Error on Node Instance;Decimal Value;Duration;Means of Transport;Transportation Mode;Transportation Mode Category;Not Relevant for Planning;Relevant for ADR DG Exemption;No ADR Exemption;Planning Block;Execution Block;Predecessor Doc. Block;Predecessor Doc. Block;Shipping Type;MTr from Transportation Proposal;Carrier Party BP GUID;Carrier;SCAC;Airline Code;AWB Prefix;Transportation Mode;Transportation Mode Category;Preferred Equipment Group;Preferred Equipment Type;Plan. and Exec. Org.;Plan. and Exec. Group;Agrmt Prtnr Function;Role Code of Other Agreement Party;Voyage;Airline Code/Flight Number;Vessel;IMO Ship Identification Number;Country/Region Key;Schedule Key;Aircraft Type;Flight Number;Space Allocation Action Code;Space Allocation Advice Code;Origin of Entry;Allotment ID;Successor Category of Stop;Order Relationship;Person Responsible;Planning Status;Organization Interaction Status;Org. Interaction Requested By;Rejection Reason Code;Customs Activity;Business Partner;Invoicing Carrier;SCAC;Stage Invoicing Carrier Level;Agreement;Agreement Item No.;NodeID;NodeID;Bill-To Party;Bill-To Party;External Reference Number;Company Code Paying the Trp. Service;Company Org. Paying the Trp. Service;External Planning Relevance;Maximum Utilization;Maximum Utilization;Maximum Utilization;Maximum Utilization;Maximum Utilization;Driver Assignment Status;Calculated CO₂ Emissions;Calculated CO₂ Emissions UoM;Allocation Method for CO₂ Emissions;Dummy function in length 1;Lenkzeitpause;Data Aging Filter,
005056AB7BFC1FD0B08E9D222B2B5A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2A9A15;005056AB7BFC1FD0B08E9D222B2AFA15;40;;;;0.160738;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;74.00;31.32;74.00;0;0;N;0.00008540263737;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2BBA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2B7A15;005056AB7BFC1FD0B08E9D222B2B9A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2BDA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2B1A15;005056AB7BFC1FD0B08E9D222B2B7A15;50;;;;0.477441;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;58.00;17.89;58.00;0;0;N;0.00024726418105;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2C3A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2BFA15;005056AB7BFC1FD0B08E9D222B2C1A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2C5A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2B9A15;005056AB7BFC1FD0B08E9D222B2BFA15;60;;;;0.124596;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;31.00;Jul 72;31.00;0;0;N;0.00006325979368;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2CBA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2C7A15;005056AB7BFC1FD0B08E9D222B2C9A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2CDA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2C1A15;005056AB7BFC1FD0B08E9D222B2C7A15;70;;;;0.226046;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;10.00;Feb 28;10.00;0;0;N;0.00011353854351;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2D1A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2C9A15;005056AB7BFC1FD0B08E9D222B2CFA15;80;;;;0.239925;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0.0001199625;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2DDA15;005056AB7BFC1FD0B08E9D222B2D3A15;005056AB7BFC1FD0B08E9D222B2D9A15;005056AB7BFC1FD0B08E9D222B2DBA15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2DFA15;005056AB7BFC1FD0B08E9D222B2D3A15;005056AB7BFC1FD0B08E9D222B2D7A15;005056AB7BFC1FD0B08E9D222B2D9A15;10;;;;2.495.284;00:01;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;99.00;39.65;99.00;0;0;N;0.00134657782175;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2E5A15;005056AB7BFC1FD0B08E9D222B2D3A15;005056AB7BFC1FD0B08E9D222B2E1A15;005056AB7BFC1FD0B08E9D222B2E3A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
